"ME_MHCII_high_S1"	"ME_MHCII_high_S2"	"ME_MHCII_high_S3"	"ME_MHCII_high_S4"	"ME_MHCII_int_S1"	"ME_MHCII_int_S2"	"ME_MHCII_int_S3"	"ME_MHCII_int_S4"	"PM_S1_2_S4"	"PM_S2_1_S1"	"PM_S3_1_S2"	"PM_S4_1_S3"
"Sec11a"	2123	1566	1587	1479	1355	1934	1522	1439	2275	2133	2974	1953
"Sec11c"	1480	1172	1348	1510	1440	1814	1640	1635	3878	3349	5489	2674
"Sec13"	2165	1361	1585	1692	1921	2304	1867	2142	2874	2291	4307	1731
"Sec14l1"	11341	7986	7163	8125	11417	12603	10558	11200	5412	5586	4357	5435
"Sec14l2"	24	0	37	18	0	27	17	10	11	27	13	27
"Sec14l3"	0	1	0	1	0	0	0	0	0	0	0	1
"Sec14l4"	0	0	0	0	0	0	0	0	0	0	0	0
"Sec14l5"	0	0	0	0	0	0	0	0	0	0	0	0
"Sec16a"	2280	1835	1567	2026	2424	2465	1954	2308	2136	2308	1648	2636
"Sec16b"	9	20	22	33	10	45	32	34	434	254	315	138
"Sec22a"	699	538	572	469	666	947	697	742	890	741	1125	673
"Sec22b"	1908	1284	1438	1410	1447	1765	1578	1598	1912	1876	2477	1649
"Sec22c"	213	238	124	234	202	257	254	260	340	320	246	328
"Sec23a"	1390	1173	1213	1217	1086	1199	1322	1036	1973	1859	1913	1674
"Sec23b"	2555	1286	1556	1456	2067	1899	1731	1990	2149	2085	2495	2641
"Sec23ip"	1773	986	1092	1165	1554	959	1118	1281	1592	1853	1592	1567
"Sec24a"	233	247	257	236	313	201	277	242	254	284	264	217
"Sec24b"	2651	1836	1731	2139	1854	2078	1863	1849	1597	1812	1610	1912
"Sec24c"	4813	3468	3231	3408	4071	4068	3640	3920	5007	5352	4411	5492
"Sec24d"	1375	1175	986	946	1538	1392	1450	1435	1529	2508	1881	2189
"Sec31a"	4226	2615	2376	3586	3051	3550	3214	3275	4303	5359	5093	5367
"Sec31b"	21	34	9	8	34	34	113	19	16	64	48	6
"Sec61a1"	8032	4837	4801	5670	6367	6477	5613	5826	8564	8848	9058	9763
"Sec61a2"	181	132	162	163	158	218	223	241	132	77	130	71
"Sec61b"	970	746	911	867	780	876	801	757	2106	1942	3272	1529
"Sec61g"	707	640	747	698	626	528	530	584	1896	1487	2621	1074
"Sec62"	2642	2153	2307	2439	2322	2524	2626	2776	2205	2359	1827	1825
"Sec63"	1285	1202	1143	1099	1090	1221	1379	1313	2194	2323	2373	2347
"Secisbp2"	400	270	275	313	313	527	403	321	322	340	385	273
"Secisbp2l"	3740	3029	3482	3568	3735	3917	3332	4087	2246	2492	1645	1857
"Sectm1a"	289	84	163	57	15	61	27	47	35	11	1	14
"Sectm1b"	0	0	0	0	0	0	0	0	0	0	0	0
"Seh1l"	2217	1697	1741	1658	1857	2287	1590	2114	2487	2108	2820	1707
"Sel1l"	6691	4549	4382	4379	6244	6537	5362	5119	5857	6741	4533	6655
"Sel1l2"	0	0	0	0	0	0	0	0	0	0	0	0
"Sel1l3"	16	0	10	0	0	0	9	0	248	747	485	430
"Sele"	0	0	4	0	0	0	0	0	0	0	0	0
"Selenbp1"	1493	905	1141	844	1711	1803	1602	1301	1361	1731	1664	1274
"Selenbp2"	0	5	5	0	5	5	0	2	0	2	5	3
"Selk"	4050	3252	4369	3910	3782	4669	4281	4267	3562	3075	4166	2746
"Sell"	35	21	31	6	18	79	47	80	3759	2641	2235	3392
"Selm"	448	356	389	379	380	512	341	403	161	211	174	173
"Selo"	562	460	405	542	551	720	554	678	420	496	631	427
"Selp"	0	17	1	0	0	0	21	14	24533	33030	26713	27300
"Selplg"	11040	5040	5254	7160	4880	7103	4254	5455	29313	33875	23139	34736
"Selt"	1022	772	715	811	621	781	689	757	996	654	1139	710
"Sema3a"	9	13	0	121	16	0	0	29	0	0	2	0
"Sema3b"	21	1	11	28	0	0	7	16	0	0	0	0
"Sema3c"	10	23	35	26	47	41	0	0	9	20	45	8
"Sema3d"	0	29	0	172	17	0	0	0	0	0	0	0
"Sema3e"	5	0	0	9	7	0	0	0	0	0	0	0
"Sema3f"	56	29	93	55	4	32	41	54	35	52	49	44
"Sema3g"	19	0	0	27	0	0	0	0	0	0	0	0
"Sema4a"	16580	10182	10007	10752	12385	14426	12469	11898	2025	2004	1070	2305
"Sema4b"	214	223	53	197	401	501	329	253	106	67	103	66
"Sema4c"	1236	663	788	781	893	1018	1024	686	147	216	112	150
"Sema4d"	14166	6360	7092	9826	7354	6452	5663	6994	230	334	106	298
"Sema4f"	0	0	1	0	0	0	0	0	0	0	0	0
"Sema4g"	6	4	0	0	1	4	5	7	0	2	0	0
"Sema5a"	0	33	0	2	11	0	0	0	31	27	0	19
"Sema5b"	1	0	3	0	0	1	0	2	0	0	0	0
"Sema6a"	37	13	13	51	60	52	35	105	0	0	0	0
"Sema6b"	292	251	305	254	341	690	879	399	439	526	514	563
"Sema6c"	25	80	24	47	40	62	117	28	15	14	16	10
"Sema6d"	1815	1833	1652	1412	3211	3639	2885	3232	23	45	52	11
"Sema7a"	3	10	3	49	0	22	0	12	0	0	0	0
"Senp1"	1359	839	739	1166	1019	923	1004	1051	1085	820	929	994
"Senp2"	1628	1024	1261	1219	1524	1983	1391	2215	2017	1410	2135	1399
"Senp3"	692	457	535	489	733	964	915	936	511	405	597	335
"Senp5"	937	759	566	853	1032	783	892	810	981	828	1011	638
"Senp6"	832	811	846	953	1079	1068	917	1005	1018	1270	988	878
"Senp7"	387	499	456	539	430	481	587	611	427	457	330	428
"Senp8"	187	243	212	99	196	224	186	172	179	142	220	155
"Sep15"	11506	8714	10062	9011	10560	13000	10793	10784	14839	11794	19307	9425
"Sephs1"	1323	1115	1018	1292	1357	1694	898	1136	1627	1396	1545	1090
"Sephs2"	1308	864	631	908	1042	1211	1127	954	1112	1068	1267	876
"Sepn1"	4600	2754	3200	2968	2899	3579	2758	2759	1833	2221	1873	2412
"Sepp1"	175841	165026	160557	144557	198564	291400	242537	228906	38809	31479	44035	21853
"Sepsecs"	305	246	209	324	308	335	391	306	488	389	471	365
"Sept1"	1	0	1	15	0	10	2	7	4	10	8	16
"Sept10"	323	210	105	177	211	139	73	226	300	154	289	113
"Sept11"	1455	999	1071	1279	620	968	716	837	8133	14179	12618	10757
"Sept12"	0	0	0	0	0	0	0	0	0	0	0	0
"Sept14"	0	0	0	0	0	0	0	0	0	0	0	0
"Sept2"	4682	3900	4021	3572	3396	4344	3846	3499	6074	5019	6439	4456
"Sept3"	5	5	21	0	4	1	0	0	0	0	0	0
"Sept4"	69	87	92	51	21	29	80	40	4	0	0	0
"Sept5"	20	10	19	15	4	28	13	20	12	15	11	13
"Sept6"	509	217	260	399	123	202	69	126	285	286	362	248
"Sept7"	9201	6183	6999	6366	6331	7212	6513	7240	10251	7413	10865	6494
"Sept8"	2155	1691	1098	1464	1925	2255	1490	1940	608	750	727	837
"Sept9"	3823	2158	2285	2214	2731	2981	2276	2885	5311	5925	4518	5754
"Sepw1"	3760	2074	2597	2865	2623	2425	2299	2460	3455	3068	3377	2259
"Serac1"	97	182	175	263	100	403	286	297	227	267	273	143
"Serbp1"	4604	3212	3467	3240	3284	3651	3012	3073	5630	5602	6661	4927
"Serf1"	31	32	41	24	62	39	49	58	10	13	16	21
"Serf2"	5589	4615	4473	4698	4621	5486	4736	4713	9367	8680	11881	6315
"Sergef"	366	279	312	332	319	388	313	421	368	332	416	239
"Serhl"	233	112	127	219	237	228	186	295	368	235	300	174
"Serinc1"	8582	6734	7139	6922	7553	7984	7970	7627	8475	7315	8063	6284
"Serinc2"	11	0	0	3	0	0	0	4	0	0	3	0
"Serinc3"	163350	123850	122147	126857	149280	169133	138085	151592	35635	30308	22157	23135
"Serinc4"	0	0	5	0	4	5	3	0	3	2	3	2
"Serinc5"	1024	1009	715	740	1038	1242	938	1201	668	806	476	482
"Serp1"	25977	15928	17010	18399	21562	19877	19348	21058	26447	21873	29540	24091
"Serp2"	4	0	0	2	0	0	3	17	0	0	0	0
"Serpina10"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina11"	0	0	0	0	0	0	0	0	0	0	11	6
"Serpina12"	0	0	0	0	0	0	0	0	0	7	3	0
"Serpina1a"	0	0	0	0	1	1	0	1	0	0	0	0
"Serpina1b"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina1c"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina1d"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina1e"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina1f"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina3a"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina3b"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina3c"	0	0	0	0	0	0	0	0	12	0	6	0
"Serpina3f"	1100	619	568	507	1236	398	648	573	252	0	12	27
"Serpina3g"	1986	1124	1047	1023	1064	638	689	667	342	1	1	37
"Serpina3h"	9	12	0	0	1	0	0	0	0	0	0	0
"Serpina3i"	14	0	0	0	1	0	4	0	0	0	0	0
"Serpina3j"	0	0	0	0	0	0	0	0	0	0	0	1
"Serpina3k"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina3m"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina3n"	22	7	0	13	0	0	0	0	0	0	0	1
"Serpina4-ps1"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina5"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina6"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina7"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpina9"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb10"	0	0	0	0	0	40	15	42	5643	4254	5349	5139
"Serpinb11"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb12"	0	0	0	9	0	0	11	7	0	0	0	0
"Serpinb13"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb1a"	60	87	52	104	23	23	46	60	8856	13079	17011	8963
"Serpinb1b"	1	17	0	6	7	0	0	15	10	13	5	5
"Serpinb1c"	0	0	4	0	0	0	22	0	0	0	1	1
"Serpinb2"	2	8	0	21	0	1	0	44	55649	47727	82374	48229
"Serpinb3a"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb3b"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb3c"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb3d"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb5"	0	0	0	0	0	0	0	0	0	0	0	3
"Serpinb6a"	2738	2209	2208	2034	3541	4912	4784	4426	3640	3384	4806	2068
"Serpinb6b"	76	32	31	102	53	71	70	83	13	4	8	5
"Serpinb6c"	0	9	0	5	3	4	0	0	0	0	0	0
"Serpinb6d"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb6e"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb7"	8	1	0	18	0	0	0	7	165	231	70	83
"Serpinb8"	2548	1790	2107	2139	2229	2722	2388	2441	5150	5152	4509	3088
"Serpinb9"	944	615	648	824	670	734	645	639	680	480	511	394
"Serpinb9b"	0	5	12	6	0	0	0	0	0	0	0	0
"Serpinb9c"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb9d"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb9e"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb9f"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinb9g"	0	0	0	0	0	0	0	0	0	0	0	0
"Serpinc1"	0	0	0	2	0	0	1	0	2	0	0	0
"Serpind1"	3	0	3	9	0	12	10	20	5	0	0	0
"Serpine1"	41	51	33	29	35	27	11	17	1	5	0	1
"Serpine2"	249	251	393	198	445	1040	440	643	2	8	0	6
"Serpine3"	0	6	4	8	1	0	10	3	4	0	8	4
"Serpinf1"	1365	1685	1771	1550	795	1500	996	1034	0	0	0	0
"Serpinf2"	22	37	14	3	0	13	8	12	0	0	3	0
"Serping1"	232	379	347	897	316	321	201	247	47	0	0	33
"Serpinh1"	412	621	563	722	327	600	447	326	4	0	4	0
"Serpini1"	49	16	14	58	0	0	19	14	16	7	0	17
"Serpini2"	0	0	0	0	0	0	0	0	0	0	0	0
"Sertad1"	2079	1261	2741	2014	1424	1757	3208	1618	761	527	682	366
"Sertad2"	775	629	721	635	605	610	911	896	562	783	677	645
"Sertad3"	466	232	201	322	332	266	183	311	697	646	776	407
"Sertad4"	89	66	82	79	71	64	74	39	1	0	0	0
"Sertm1"	0	0	0	0	0	0	0	0	0	0	0	0
"Sesn1"	9993	10360	7821	9101	12046	14858	12498	13391	6476	5997	7509	5107
"Sesn2"	1029	583	449	605	803	758	595	904	514	482	325	505
"Sesn3"	90	48	97	73	36	57	62	62	20	20	4	4
"Sestd1"	696	615	685	754	563	530	430	716	744	739	693	438
"Set"	5174	3667	4146	4491	3376	3810	3182	3398	7381	6207	9478	6166
"Setbp1"	8	0	7	0	0	0	3	2	12	11	2	17
"Setd1a"	45	44	34	58	64	57	50	49	48	59	37	43
"Setd1b"	146	111	47	93	88	188	101	138	49	64	55	65
"Setd2"	1780	1604	1628	2137	1700	1150	1414	1895	1405	1359	1425	1150
"Setd3"	3947	2851	2844	2939	3387	3738	2976	3457	2680	2421	2343	1866
"Setd4"	20	21	18	46	61	97	43	49	69	48	68	22
"Setd5"	522	434	395	558	618	592	567	618	637	535	534	561
"Setd6"	217	105	163	244	206	162	141	247	349	323	561	288
"Setd7"	209	182	110	153	129	313	155	162	219	195	199	217
"Setd8"	1273	690	773	1094	1023	1072	865	1044	1979	1859	2533	1694
"Setdb1"	2321	1876	1808	1863	2415	2539	2189	2820	1076	739	762	822
"Setdb2"	832	437	560	785	696	539	516	748	683	567	489	491
"Setmar"	85	33	66	31	23	117	104	59	118	86	148	126
"Setx"	1216	1323	1010	1274	1035	911	947	1153	1877	1524	1168	945
"Sez6"	0	0	0	4	0	23	0	24	0	0	0	0
"Sez6l"	0	0	0	0	0	0	0	0	0	0	0	0
"Sez6l2"	18	0	2	19	21	8	14	1	2	0	5	0
"Sf1"	5795	3751	4933	4170	5270	6571	5697	5087	4016	4318	4401	4416
"Sf3a1"	2495	1697	1399	1613	2000	2093	1511	1581	1847	2145	2810	2178
"Sf3a2"	1120	715	693	835	855	1064	826	710	851	812	884	767
"Sf3a3"	1928	1112	1619	1526	1470	1705	1300	1480	1976	1470	1998	1775
"Sf3b1"	9258	6819	7671	9713	8203	8453	7498	10440	7612	6616	6807	5034
"Sf3b2"	6671	4537	4875	4961	5809	6959	5639	5807	5860	6441	5865	5059
"Sf3b3"	4087	2741	2882	2855	3006	2866	2588	2568	5031	5379	4352	4526
"Sf3b4"	3112	1745	1811	2112	2592	2839	2221	2014	2396	2024	2430	2201
"Sf3b5"	1097	877	710	907	923	1022	1003	785	1443	1397	1981	1098
"Sf3b6"	1458	980	1178	1147	1051	1223	1016	1041	2375	1824	3090	1425
"Sfi1"	305	221	295	299	360	611	318	419	675	641	516	313
"Sfmbt1"	1817	1532	1206	1446	2451	2199	1539	2273	944	540	659	427
"Sfmbt2"	0	21	34	19	14	0	0	0	6	18	10	1
"Sfn"	30	23	23	18	35	43	11	19	22	56	29	35
"Sfpq"	1947	1569	1693	1359	1734	1682	1471	1690	1774	1682	1923	1763
"Sfr1"	2634	1947	2120	2449	2061	2296	1887	2449	2428	2498	2918	1885
"Sfrp1"	32	52	6	143	14	58	16	25	274	148	191	166
"Sfrp2"	6	53	114	77	21	85	107	61	0	0	0	0
"Sfrp4"	36	183	200	80	182	292	243	322	0	0	0	0
"Sfrp5"	4	0	20	0	4	0	0	5	0	0	1	0
"Sfswap"	444	228	294	376	545	541	419	477	394	482	375	375
"Sft2d1"	4210	3702	3931	3945	5404	6433	5801	5965	2367	2185	2919	1474
"Sft2d2"	10087	9363	8576	10718	12260	15054	12426	12863	2576	2724	1983	2206
"Sft2d3"	239	150	155	188	233	372	183	191	247	344	391	278
"Sfta2"	0	0	0	0	0	0	0	0	0	0	0	0
"Sftpa1"	0	0	0	0	0	0	0	0	0	0	0	0
"Sftpb"	0	0	0	0	0	0	0	0	0	0	0	0
"Sftpc"	0	0	0	0	0	0	0	0	0	0	0	0
"Sftpd"	0	0	0	0	0	0	0	0	0	0	0	0
"Sfxn1"	655	569	543	498	580	600	457	549	3749	3217	4640	2916
"Sfxn2"	636	363	483	462	361	586	429	406	458	474	452	429
"Sfxn3"	1656	1166	945	1112	962	1255	955	1103	2209	3366	2778	2267
"Sfxn4"	58	51	83	59	92	84	74	83	82	19	45	14
"Sfxn5"	18	37	11	22	24	40	65	40	27	10	28	7
"Sgca"	0	0	0	0	0	0	0	0	0	0	0	0
"Sgcb"	1839	815	1120	1306	1332	1299	1196	1327	478	364	321	303
"Sgcd"	0	7	0	2	15	0	5	0	0	0	0	0
"Sgce"	273	339	265	184	686	1299	1100	1091	9	20	6	7
"Sgcg"	0	0	0	0	0	0	0	0	0	0	0	0
"Sgcz"	0	0	0	0	0	0	0	0	0	0	0	0
"Sgip1"	23	0	19	0	0	0	13	0	0	4	0	3
"Sgk1"	3893	2216	2478	3064	2619	3214	2191	3951	2560	2954	2520	2782
"Sgk2"	0	0	0	0	0	0	0	0	0	0	0	0
"Sgk3"	5951	3732	4185	4750	4653	4303	4108	4617	5694	5351	6067	5100
"Sgms1"	936	722	873	1023	1018	1301	1175	1055	4055	3905	3117	3075
"Sgms2"	26	11	5	26	3	14	0	2	245	709	393	376
"Sgol1"	158	49	85	80	65	72	63	110	329	146	280	93
"Sgol2a"	178	39	99	95	65	86	113	143	285	232	240	144
"Sgol2b"	0	0	0	0	0	0	0	0	0	0	0	0
"Sgpl1"	16321	12358	12038	12280	16914	19838	15999	15520	11367	10799	8487	8246
"Sgpp1"	12094	8722	8149	9160	10189	11280	9928	10067	10434	11364	10195	9805
"Sgpp2"	12	1	6	8	11	14	22	0	0	1	2	0
"Sgsh"	1051	1028	912	924	1426	2379	1445	1549	438	697	457	571
"Sgsm1"	38	1	6	1	5	0	0	0	1	0	2	6
"Sgsm2"	173	125	75	109	152	112	130	184	95	116	87	65
"Sgsm3"	656	427	333	392	580	636	405	568	443	616	559	479
"Sgta"	3435	2063	2257	2549	2903	3843	3054	3303	2350	2608	2645	2353
"Sgtb"	42	112	89	180	70	168	111	164	72	43	29	15
"Sh2b1"	1247	904	800	1149	1339	1700	1509	1164	603	497	520	434
"Sh2b2"	859	474	469	592	501	671	712	678	109	111	138	88
"Sh2b3"	5765	4018	3760	4193	6283	6079	5260	5286	2658	3037	2273	2593
"Sh2d1a"	0	0	0	0	0	0	0	0	0	0	0	0
"Sh2d1b1"	771	320	335	562	66	115	23	138	57	13	13	31
"Sh2d1b2"	0	0	0	0	0	0	0	0	0	0	0	0
"Sh2d2a"	6	1	2	1	15	16	13	31	0	0	0	0
"Sh2d3c"	645	377	313	470	262	178	178	282	116	128	60	97
"Sh2d4a"	0	5	0	0	0	0	0	0	0	0	0	0
"Sh2d4b"	5	0	0	0	0	0	0	1	2	1	1	0
"Sh2d5"	0	0	0	8	0	0	1	5	4	0	0	0
"Sh2d7"	0	0	0	0	0	9	3	0	0	0	0	0
"Sh3bgr"	0	0	14	0	0	0	0	0	0	0	0	0
"Sh3bgrl"	12564	9679	10761	10821	9503	8618	9311	11147	27637	18445	23037	16431
"Sh3bgrl2"	630	565	456	505	1897	2213	1846	1916	296	174	236	161
"Sh3bgrl3"	13372	9809	9990	10562	8166	9303	7285	7909	10485	11613	11063	7997
"Sh3bp1"	3900	2724	2751	2980	3311	3358	2821	2823	2216	1956	1977	2155
"Sh3bp2"	4438	2283	2113	2554	3105	3365	2906	3101	2421	1956	2289	1654
"Sh3bp4"	554	458	539	647	504	647	457	437	234	466	285	320
"Sh3bp5"	3038	2034	2003	2349	4291	4787	3745	4422	2896	3630	2909	2629
"Sh3bp5l"	1218	880	660	1132	1275	1522	1053	1070	1073	1002	1005	1048
"Sh3d19"	412	369	224	327	300	247	190	245	575	480	306	287
"Sh3d21"	42	37	17	22	96	88	28	42	0	0	1	1
"Sh3gl1"	3827	2544	2774	2731	5850	6865	6048	5634	1915	2078	2796	1815
"Sh3gl2"	9	0	1	1	3	0	10	0	3	0	1	0
"Sh3gl3"	0	0	0	0	6	0	0	3	0	0	0	0
"Sh3glb1"	8974	6668	7576	7547	8524	8906	7953	9134	8154	7590	6408	6034
"Sh3glb2"	749	522	695	505	691	875	734	646	573	692	840	571
"Sh3kbp1"	6043	3888	4420	4970	3879	4416	3741	3907	7400	9121	7197	7650
"Sh3pxd2a"	74	95	122	68	137	243	182	109	19	27	1	4
"Sh3pxd2b"	1699	1285	982	1229	1147	1378	1159	1167	288	424	248	216
"Sh3rf1"	79	34	102	97	52	69	72	99	154	90	130	96
"Sh3rf2"	10	0	0	0	0	0	0	0	0	0	0	0
"Sh3rf3"	3	0	6	12	21	10	2	7	0	0	0	0
"Sh3tc1"	3382	1811	2023	2196	2688	3204	2420	2427	5601	5833	5459	6481
"Sh3tc2"	0	0	2	23	0	0	0	0	0	0	0	0
"Sh3yl1"	23	19	29	17	27	36	57	49	16	35	26	39
"Shank1"	0	5	2	0	2	3	7	4	5	8	5	21
"Shank2"	0	0	0	0	0	0	0	0	0	0	0	0
"Shank3"	3	0	0	0	0	2	1	0	155	168	150	63
"Sharpin"	1294	810	791	924	973	1131	870	1158	1393	1173	1261	1034
"Shb"	509	366	359	272	544	554	659	422	207	244	198	332
"Shbg"	0	0	0	0	0	0	0	0	0	0	0	0
"Shc1"	3563	2073	2425	2626	2945	3443	2766	2733	3082	2842	2560	2586
"Shc2"	12	12	23	50	8	30	14	15	0	0	0	16
"Shc3"	0	0	0	0	0	0	0	4	0	0	0	0
"Shc4"	37	42	62	36	25	72	51	72	1	21	14	8
"Shcbp1"	259	102	128	282	200	96	109	194	814	338	729	315
"Shcbp1l"	18	23	21	24	9	51	2	17	21	28	0	7
"Shd"	0	0	0	0	0	0	5	0	0	0	0	0
"She"	20	23	11	143	7	0	20	3	1230	1026	751	714
"Shf"	36	23	68	41	61	37	68	56	30	8	34	15
"Shfm1"	2449	2038	2408	2599	1881	2005	1812	2002	5271	4317	5875	3137
"Shh"	0	0	0	0	0	0	0	0	0	0	0	0
"Shisa2"	10	9	16	36	0	45	17	24	0	0	0	0
"Shisa3"	231	220	409	587	299	274	248	504	0	0	0	0
"Shisa4"	38	25	14	20	7	16	8	18	0	0	0	0
"Shisa5"	19006	8116	8925	11279	11972	11526	8782	10578	16690	14751	12956	18342
"Shisa6"	0	0	0	0	0	0	0	0	1	0	1	0
"Shisa7"	0	0	0	0	0	0	0	0	0	0	0	0
"Shisa8"	0	0	0	0	0	0	0	0	0	0	6	0
"Shisa9"	33	0	0	0	0	0	16	0	2	6	1	4
"Shkbp1"	1182	815	812	928	910	1227	982	1077	614	957	855	885
"Shmt1"	261	98	159	112	180	149	101	129	354	161	421	195
"Shmt2"	1055	640	797	635	768	1010	742	743	1068	883	1382	977
"Shoc2"	2454	1437	1532	1792	1633	1786	1774	1574	3547	3453	3610	3124
"Shox2"	0	0	0	0	0	3	6	0	0	0	0	5
"Shpk"	176	86	152	128	183	216	123	205	225	274	164	126
"Shprh"	951	827	636	763	979	1126	672	941	1113	953	1017	655
"Shq1"	287	180	249	183	254	290	296	225	423	381	599	327
"Shroom1"	22	36	27	6	2	31	29	9	0	0	0	0
"Shroom2"	42	1	0	12	0	0	36	42	0	0	0	0
"Shroom3"	24	16	25	1	34	0	0	3	0	0	0	0
"Shroom4"	0	9	0	3	0	1	0	11	0	6	0	0
"Shtn1"	2039	1304	1318	1837	754	746	620	789	1844	1943	1939	1538
"Siae"	1713	1175	964	1124	1551	1437	1094	1508	1428	993	763	1136
"Siah1a"	751	588	498	640	664	808	602	681	594	521	564	390
"Siah1b"	136	149	126	113	143	119	154	156	144	148	192	58
"Siah2"	1815	1185	1723	1522	1877	2196	2498	2175	726	534	610	668
"Siah3"	0	0	0	0	0	0	0	0	0	0	0	0
"Sidt1"	0	0	0	0	0	12	0	0	0	0	0	0
"Sidt2"	3241	2850	2347	2949	3689	4666	3312	3550	7390	9016	6264	8258
"Sigirr"	73	34	45	83	12	47	37	21	117	55	59	60
"Siglec1"	18142	6131	6867	11400	16963	9734	9762	14555	3901	857	312	4446
"Siglec15"	0	0	0	0	0	0	0	0	0	0	0	0
"Siglece"	4706	2979	3177	3017	2512	2937	2085	2535	359	433	353	226
"Siglecf"	111	27	27	44	42	52	50	51	35	8	23	21
"Siglecg"	4	10	21	30	9	21	9	2	32	0	0	44
"Siglech"	1464	1830	2048	1756	2624	5222	4157	4148	1	0	1	1
"Sigmar1"	1795	990	1048	1384	1206	1563	1132	1057	2418	2882	2959	2697
"Sik1"	3301	1540	2410	2248	2405	1710	2415	1933	262	466	254	178
"Sik2"	441	395	325	231	347	353	463	374	284	365	267	283
"Sik3"	660	442	370	454	599	722	675	503	784	769	702	614
"Sike1"	945	845	778	766	940	926	752	789	942	1232	1399	1015
"Sil1"	1868	1267	1070	1205	1648	2175	2046	1844	1904	2023	2244	1661
"Sim1"	0	10	0	0	0	0	0	0	0	0	0	0
"Sim2"	0	0	0	0	0	0	0	0	0	0	0	0
"Simc1"	214	209	252	168	125	162	154	237	151	105	120	134
"Sin3a"	846	793	750	766	845	1038	797	937	1120	1187	1061	1145
"Sin3b"	2548	1720	1675	1901	2042	2536	2175	2217	2727	2454	2798	1968
"Sipa1"	9773	6486	6055	7231	8915	10715	8106	8445	3532	4256	3615	4555
"Sipa1l1"	821	813	702	772	1071	1077	889	842	464	746	564	622
"Sipa1l2"	1703	1548	1224	1574	2729	3138	2355	2750	470	623	325	706
"Sipa1l3"	615	351	345	351	342	497	360	457	288	460	203	359
"Sirpa"	48901	32713	32620	39155	42008	48922	38936	42979	11573	12713	9982	11636
"Sirpb1a"	631	251	269	456	12	64	47	42	39	16	3	18
"Sirpb1b"	284	119	132	207	11	30	13	55	21	8	11	38
"Sirt1"	637	734	740	653	625	704	901	597	470	320	360	390
"Sirt2"	3152	2236	2176	2137	3403	3838	2982	3247	1568	1934	1776	1478
"Sirt3"	305	166	152	275	324	337	212	268	162	138	128	84
"Sirt4"	170	129	126	60	121	133	112	117	148	124	139	52
"Sirt5"	108	93	139	85	114	165	82	125	187	183	207	128
"Sirt6"	135	90	68	99	123	228	175	132	114	175	110	92
"Sirt7"	2468	1796	1787	1946	1982	3131	2270	2297	1979	1381	1953	1110
"Sis"	0	0	0	0	0	0	0	0	0	0	0	0
"Sit1"	0	0	0	0	0	0	0	0	0	0	0	0
"Siva1"	354	314	290	326	281	281	202	273	840	564	1108	569
"Six1"	22	110	49	124	30	57	46	92	6	0	1	0
"Six2"	141	55	117	263	55	123	152	111	1	1	1	2
"Six3"	0	0	0	0	1	0	0	0	0	0	0	1
"Six3os1"	0	0	0	0	0	0	0	0	0	0	0	0
"Six4"	0	0	4	4	1	9	0	0	0	0	0	0
"Six5"	0	2	16	14	10	24	13	5	43	43	51	41
"Six6"	0	0	0	0	0	0	0	0	0	0	0	0
"Ska1"	103	49	46	67	21	14	24	43	381	90	257	70
"Ska2"	243	156	165	212	203	163	121	216	343	222	331	140
"Ska3"	189	47	81	173	99	45	43	113	472	197	278	130
"Skap1"	0	0	0	9	0	1	0	3	1	0	2	4
"Skap2"	5591	3801	4309	4810	4041	4693	4311	4493	4654	3532	4569	2580
"Ski"	12661	8714	8035	9173	9631	11301	9560	9833	4496	6248	4326	7634
"Skida1"	2	7	26	6	0	0	1	3	0	16	11	0
"Skil"	9763	6610	12148	10548	5964	5651	8460	8301	494	405	274	430
"Skint1"	0	0	0	0	0	0	0	0	0	0	0	0
"Skint10"	0	0	0	0	0	0	0	0	0	0	0	0
